08/08/2023 02:28:22 | Info | User | Fropops-b99023ee-c2ae-4435-94a1-de7349fd1c59 |  | Exit TeamServer
08/08/2023 02:29:07 | Info | User | Fropops-bbb6d909-6869-448d-9989-f7e2ccecd59d |  | Connexion to TeamServer
08/08/2023 02:29:08 | Info | User | Fropops-bbb6d909-6869-448d-9989-f7e2ccecd59d |  | Connexion to TeamServer
08/08/2023 02:30:59 | Info | User | Fropops-bbb6d909-6869-448d-9989-f7e2ccecd59d |  | Exit TeamServer
08/08/2023 02:32:10 | Info | User | Fropops-9e658443-b39b-48ce-bddc-5d67cd3b054c |  | Connexion to TeamServer
08/08/2023 02:32:11 | Info | User | Fropops-9e658443-b39b-48ce-bddc-5d67cd3b054c |  | Connexion to TeamServer
08/08/2023 02:32:21 | Info | User | Fropops-9e658443-b39b-48ce-bddc-5d67cd3b054c |  | Exit TeamServer
08/08/2023 02:36:56 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:36:57 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:36:58 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:36:58 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:36:59 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:36:59 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:00 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:00 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:01 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:01 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:02 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:02 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:03 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:03 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:04 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:05 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:05 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
08/08/2023 02:37:06 | Info | User | Fropops-6cf576a0-df30-4eab-aac8-74af25c19f35 |  | Connexion to TeamServer
